ID,Year
1497,1995-05-01
1498,1995-04-08
1499,1995-04-01
1500,1995-04-01
1501,1995-04-01
1502,1995-04-01
1503,1995-04-01
1504,1995-03-01
1505,1995-03-01
1506,1995-03-01
1507,1995-02-07
1508,1995-02-01
1509,1995-02-01
1510,1995-02-01
1511,1995-01-01
1512,1990-04-09
1513,1995-01-01
1514,1995-01-01
1515,1995-01-01
1516,1995-01-01
1517,1995-01-01
1518,1995-01-01
1519,1995-01-01
1520,1995-01-01
1521,1995-01-01
1522,1995-01-01
1523,1995-01-01
1524,1995-01-01
1525,1994-12-09
1526,1992-01-01
1527,1994-12-09
1528,1994-12-01
1529,1994-12-01
1530,1994-11-01
1531,1989-01-01
1532,1994-11-01
1533,1994-08-01
1534,1994-10-01
1535,1994-10-01
1536,1994-09-28
1537,1994-09-01
1538,1994-09-01
1539,1994-08-24
1540,1994-08-01
1541,1994-08-01
1542,1994-08-01
1543,1994-07-07
1544,1994-07-01
1545,1994-07-01
1546,1994-06-07
1547,1994-06-07
1548,1994-06-07
1549,1994-06-02
1550,1994-06-01
1551,1991-09-16
1552,1994-06-01
1553,1994-06-01
1554,1994-05-08
1555,1994-05-01
1556,1994-04-08
1557,1994-04-08
1558,1993-04-08
1559,1994-04-01
1560,1994-04-01
1561,1994-01-01
1562,1993-07-01
1563,1994-04-01
1564,1994-03-04
1565,1994-03-01
1566,1994-03-01
1567,1994-03-01
1568,1994-02-07
1569,1994-02-01
1570,1994-01-01
1571,1994-01-01
1572,1994-01-01
1573,1994-01-01
1574,1994-01-01
1575,1994-01-01
1576,1994-01-01
1577,1993-11-01
1578,1990-04-01
1579,1994-01-01
1580,1994-01-01
1581,1994-01-01
1582,1993-02-07
1583,1994-01-01
1584,1994-01-01
1585,1993-07-01
1586,1993-12-01
1587,1993-12-01
1588,1993-12-01
1589,1993-11-01
1590,1993-11-01
1591,1993-11-01
1592,1993-11-01
1593,1993-11-01
1594,1993-10-05
1595,1993-10-05
1596,1993-10-05
1597,1993-10-05
1598,1993-10-01
1599,1993-10-01
1600,1993-10-01
1601,1993-10-01
1602,1991-10-06
1603,1993-09-01
1604,1993-08-06
1605,1993-08-06
1606,1993-08-06
1607,1993-07-07
1608,1993-07-01
1609,1991-07-01
1610,1990-12-01
1611,1990-09-01
1612,1993-01-01
1613,1992-12-25
1614,1991-12-10
1615,1993-07-01
1616,1990-07-01
1617,1988-07-01
1618,1993-07-01
1619,1993-05-01
1620,1993-05-01
1621,1993-05-01
1622,1993-04-08
1623,1993-04-08
1624,1993-04-01
1625,1993-04-01
1626,1993-04-01
1627,1993-03-09
1628,1993-03-01
1629,1993-03-01
1630,1993-03-01
1631,1993-03-01
1632,1993-03-01
1633,1993-02-07
1634,1992-11-01
1635,1993-02-03
1636,1993-02-01
1637,1993-02-01
1638,1993-02-01
1639,1992-04-01
1640,1993-01-01
1641,1993-01-01
1642,1993-01-01
1643,1993-01-01
1644,1993-01-01
1645,1992-12-09
1646,1992-12-09
1647,1992-12-09
1648,1992-12-01
1649,1992-12-01
1650,1991-09-16
1651,1992-12-01
1652,1992-10-05
1653,1992-10-01
1654,1992-09-05
1655,1992-09-01
1656,1992-09-01
1657,1992-07-01
1658,1992-07-01
1659,1992-06-01
1660,1992-05-08
1661,1992-05-08
1662,1992-05-01
1663,1992-05-01
1664,1992-05-01
1665,1992-05-01
1666,1992-05-01
1667,1992-04-08
1668,1991-05-01
1669,1992-04-01
1670,1992-03-31
1671,1992-03-09
1672,1992-03-01
1673,1992-03-01
1674,1992-03-01
1675,1990-03-01
1676,1992-02-08
1677,1992-02-01
1678,1992-01-09
1679,1992-01-01
1680,1992-01-01
1681,1992-01-01
1682,1990-09-01
1683,1989-08-01
1684,1992-01-01
1685,1992-01-01
1686,1992-01-01
1687,1992-01-01
1688,1991-12-10
1689,1991-12-10
1690,1991-12-10
1691,1991-12-10
1692,1991-12-10
1693,1991-01-01
1694,1991-12-01
1695,1991-12-01
1696,1991-11-05
1697,1991-11-01
1698,1991-11-01
1699,1991-11-01
1700,1990-09-01
1701,1991-11-01
1702,1991-11-01
1703,1991-10-06
1704,1991-10-06
1705,1991-10-06
1706,1991-10-01
1707,1991-10-01
1708,1991-09-01
1709,1991-09-01
1710,1991-08-01
1711,1991-07-01
1712,1991-06-01
1713,1991-05-09
1714,1991-05-01
1715,1991-05-01
1716,1991-04-09
1717,1991-04-01
1718,1988-04-01
1719,1991-03-10
1720,1991-03-10
1721,1991-03-10
1722,1991-03-01
1723,1991-02-08
1724,1990-12-10
1725,1991-02-08
1726,1991-02-03
1727,1991-02-01
1728,1991-02-01
1729,1991-01-09
1730,1991-01-01
1731,1991-01-01
1732,1991-01-01
1733,1991-01-01
1734,1991-01-01
1735,1990-12-10
1736,1990-12-10
1737,1990-11-01
1738,1990-01-01
1739,1990-10-01
1740,1990-04-01
1741,1987-07-01
1742,1990-08-07
1743,1990-07-01
1744,1990-07-01
1745,1989-01-01
1746,1990-07-01
1747,1988-12-01
1748,1990-05-01
1749,1990-05-01
1750,1990-04-09
1751,1989-12-01
1752,1990-04-01
1753,1990-03-01
1754,1990-03-01
1755,1990-01-01
1756,1990-01-01
1757,1990-01-01
1758,1988-01-01
1759,1990-01-01
1760,1990-01-01
1761,1990-01-01
1762,1990-01-01
1763,1990-01-01
1764,1990-01-01
1765,1989-12-10
1766,1989-12-10
1767,1989-10-01
1768,1989-09-01
1769,1989-09-01
1770,1989-08-01
1771,1989-08-01
1772,1989-04-01
1773,1989-08-01
1774,1987-07-01
1775,1989-06-01
1776,1989-04-14
1777,1989-04-01
1778,1989-03-01
1779,1989-02-01
1780,1989-01-01
1781,1989-01-01
1782,1989-01-01
1783,1988-10-01
1784,1988-10-01
1785,1988-03-01
1786,1988-03-01
1787,1988-01-01
1788,1988-01-01
1789,1988-01-01
1790,1987-11-06
1791,1987-11-01
1792,1987-10-01
1793,1987-10-01
1794,1987-09-01
1795,1987-09-01
1796,1987-09-01
1797,1987-01-01
1798,1986-01-01
